8.737058084318642948e-01,-9.072304225048331006e-01,8.834671321992004778e-02,2.120482692396308266e-02
1.420965005286690674e-01,1.300077504542281326e-01,3.417760852551746109e-02,2.766226769194998596e-03
1.528173721185217271e-01,6.034244496421555665e-02,6.245032866296374233e-03,6.136222684192211771e-05
4.052257180811886350e+00,7.526919458008862751e-01,-9.063994298196266508e-02,-1.712020590536330114e-02
2.613315863256612248e-01,-6.149569229955720306e-02,8.421949979022250177e-03,4.938288634843219539e-03
9.250676296883171279e-01,5.584711854799732089e-01,9.933768800613937064e-03,-1.368751492724438155e-02
6.377860829978048152e-01,1.797550407336680478e-01,-1.610761259130566447e-03,-2.386628832435270034e-03
4.049673641469159202e-01,1.420167822322908058e-01,3.681705587362281602e-03,-1.726741121438947393e-03
3.990044500909971092e-01,1.363756201536873158e-01,3.500976182508301702e-03,-1.577252745392823761e-03
4.009492681964439975e-01,1.381855683487170361e-01,3.557569063875367678e-03,-1.625227135246407094e-03
4.009492681964439975e-01,1.381855683487170361e-01,3.557569063875367678e-03,-1.625227135246407094e-03
