1.410363108981733227e+00,6.390122146505561318e-01,4.221147295362470686e-02,-7.330794030167453457e-03
1.141620066805849376e+00,1.989805088711154857e-01,-2.482059239680502183e-02,-9.181022687420934249e-04
7.812662527904543630e+00,-8.940069003463499975e-01,-2.688295275414900876e-01,3.171225862662284400e-02
1.822509718794272926e+00,1.738696316266959141e-02,-7.888103595550943758e-02,7.344710408580911246e-03
7.327453801056187377e-01,1.109474191848415919e-01,-1.505038479561811478e-02,6.669516956070074788e-04
1.267521378063412252e+00,-1.653998477093933106e-01,-3.626937813506057179e-02,4.482367979507584539e-03
7.486424110406718624e-01,1.082313420224981504e-01,-1.516332208384561439e-02,6.897526322103768965e-04
7.514377650367172201e-01,1.080046069103893919e-01,-1.558263609724346542e-02,7.333487707661193178e-04
7.509364913522942331e-01,1.080517493576575866e-01,-1.555194938160439286e-02,7.300580360492107176e-04
7.509364913522942331e-01,1.080517493576575866e-01,-1.555194938160439286e-02,7.300580360492107176e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.125959525880071144e-01,9.671190839954044161e-02,4.173571463752713540e-02,-4.746183080172556266e-03
1.415300926470116627e-01,1.215771425455099419e-01,5.245996457233657179e-02,-5.684672581718989808e-03
9.552862705738052185e-02,8.207138782708157942e-02,3.544995838728636633e-02,-3.265874922642868130e-03
9.683735235445399547e-02,8.320738517657949584e-02,3.587988509238136670e-02,-3.576390840540225134e-03
9.761786294503671524e-02,8.389093710293130113e-02,3.614378487498999537e-02,-3.569504917229942426e-03
9.770019040601027327e-02,8.397953397363143446e-02,3.613416570852212573e-02,-3.569822805514035087e-03
1.468801074870274559e-01,1.370257888416046566e-01,3.012041604137076500e-02,-3.677073205082977830e-03
1.523492349054244022e-01,1.440189791038908873e-01,2.699931741422157208e-02,-3.449344500658598801e-03
1.523501477732780440e-01,1.440188860171286445e-01,2.699926121671427162e-02,-3.449338418575253161e-03
7.990772434780428757e-01,8.926841605333077356e-02,-1.140789863280878072e-02,5.082838993361732394e-04
7.990772434780428757e-01,8.926841605333077356e-02,-1.140789863280878072e-02,5.082838993361732394e-04
7.879921837074340685e-01,9.536071522979282233e-02,-1.379963954013388970e-02,6.520483567691730308e-04
7.879921837074340685e-01,9.536071522979282233e-02,-1.379963954013388970e-02,6.520483567691730308e-04
7.456808487158416154e-01,1.030005646376712380e-01,-1.318815875459483124e-02,5.415452575491833077e-04
7.601351182621424174e-01,1.037053986008053263e-01,-1.476589654123880609e-02,6.859837466310420755e-04
7.601351182621424174e-01,1.037053986008053263e-01,-1.476589654123880609e-02,6.859837466310420755e-04
7.550515157214372497e-01,1.057748947980762383e-01,-1.514064010536396443e-02,7.077125388336698384e-04
7.537413694276379195e-01,1.065554649521054942e-01,-1.528119214193606606e-02,7.153256743383798943e-04
7.537413694276379195e-01,1.065554649521054942e-01,-1.528119214193606606e-02,7.153256743383798943e-04
7.520821036136823290e-01,1.074042295796654445e-01,-1.543314258603366469e-02,7.234670072144895213e-04
7.520821036136823290e-01,1.074042295796654445e-01,-1.543314258603366469e-02,7.234670072144895213e-04
7.512513733638440661e-01,1.078638378365242567e-01,-1.551600673679907026e-02,7.279999147860134398e-04
7.510880150088968810e-01,1.079577933702619008e-01,-1.553302050850612070e-02,7.289474424328760060e-04
7.510880150088968810e-01,1.079577933702619008e-01,-1.553302050850612070e-02,7.289474424328760060e-04
7.509508184444256829e-01,1.080314833722822165e-01,-1.554630218729430823e-02,7.296803426507264979e-04
7.509508184444256829e-01,1.080314833722822165e-01,-1.554630218729430823e-02,7.296803426507264979e-04
7.509183104683132548e-01,1.080493938064333720e-01,-1.554953128723291465e-02,7.298572602439744707e-04
7.509183104683132548e-01,1.080493938064333720e-01,-1.554953128723291465e-02,7.298572602439744707e-04
7.509124602453646213e-01,1.080526396764568547e-01,-1.555011592263327684e-02,7.298890012740615356e-04
7.509124602453646213e-01,1.080526396764568547e-01,-1.555011592263327684e-02,7.298890012740615356e-04
7.509113372425560984e-01,1.080532625234419952e-01,-1.555022807808043202e-02,7.298950793552669769e-04
